2017-11-11 00:00:03.569 [main] INFO  com.ureactor.jeesite.Launch - Starting Launch v1.0.0 on PC-20160513DCQQ with PID 9068 (C:\Users\Administrator\Desktop\巨翔\类自如文档\leiziru-ops\target\leiziru-ops-1.0.0.jar started by Administrator in C:\Users\Administrator\Desktop\巨翔\类自如文档\leiziru-ops\target)
2017-11-11 00:00:03.583 [main] DEBUG com.ureactor.jeesite.Launch - Running with Spring Boot v1.5.3.RELEASE, Spring v4.3.8.RELEASE
2017-11-11 00:00:03.585 [main] INFO  com.ureactor.jeesite.Launch - No active profile set, falling back to default profiles: default
2017-11-11 00:00:03.805 [main] INFO  org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@71e7a66b: startup date [Sat Nov 11 00:00:03 CST 2017]; root of context hierarchy
2017-11-11 00:00:04.351 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2017-11-11 00:00:06.162 [main] INFO  org.springframework.beans.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'sessionManager' with a different definition: replacing [Generic bean: class [com.ureactor.jeesite.common.security.shiro.session.SessionManager]; scope=singleton; abstract=false; lazyInit=true; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in URL [jar:file:/C:/Users/Administrator/Desktop/巨翔/类自如文档/leiziru-ops/target/leiziru-ops-1.0.0.jar!/BOOT-INF/classes!/com/ureactor/jeesite/common/security/shiro/session/SessionManager.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=shiroRedisConfig; factoryMethodName=sessionManager; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/ureactor/jeesite/common/config/ShiroRedisConfig.class]]
2017-11-11 00:00:07.019 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2017-11-11 00:00:08.231 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroRedisConfig' of type [com.ureactor.jeesite.common.config.ShiroRedisConfig$$EnhancerBySpringCGLIB$$889d6477] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.415 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'basicHttpAuthenticationFilter' of type [org.apache.shiro.web.filter.authc.BasicHttpAuthenticationFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.428 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'formAuthenticationFilter' of type [com.ureactor.jeesite.modules.sys.security.FormAuthenticationFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.473 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'systemAuthorizingRealm' of type [com.ureactor.jeesite.modules.sys.security.SystemAuthorizingRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.520 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'idGen' of type [com.ureactor.jeesite.common.utils.IdGen] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.522 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionDAO' of type [com.ureactor.jeesite.common.security.shiro.session.RedisSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.568 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionManager' of type [com.ureactor.jeesite.common.security.shiro.session.SessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:08.587 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroCacheManager' of type [com.ureactor.jeesite.common.security.shiro.cache.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:09.165 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:09.218 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroFilterChainDefinitions' of type [java.lang.String] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-11 00:00:09.499 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
